Source1,Source2,Weight
Atmospheric,Character Customization,13
Atmospheric,RPG,20
Atmospheric,Violent,10
Atmospheric,Great Soundtrack,17
Atmospheric,Singleplayer,36
Atmospheric,Action RPG,10
Atmospheric,Story Rich,16
Atmospheric,Simulation,13
Atmospheric,Horror,31
Atmospheric,Survival,10
Atmospheric,Gore,11
Atmospheric,Third Person,21
Atmospheric,Realistic,10
Atmospheric,Third-Person Shooter,6
Atmospheric,Moddable,8
Atmospheric,Combat,13
Atmospheric,Fantasy,10
Atmospheric,Difficult,8
Atmospheric,Souls-like,8
Atmospheric,Management,8
Sci-fi,Co-op,7
Sci-fi,Shooter,7
Sci-fi,First-Person Shooter,8
Sci-fi,Open World,12
Sci-fi,Action,17
Sci-fi,Survival,7
Sci-fi,Character Customization,7
Sci-fi,RPG,8
Sci-fi,Great Soundtrack,7
Sci-fi,Singleplayer,15
Sci-fi,Story Rich,6
Sci-fi,Third Person,7
Sci-fi,Combat,7
Sci-fi,Horror,7
Co-op,Shooter,21
Co-op,First-Person Shooter,19
Co-op,Open World,24
Co-op,Action,43
Co-op,Massively Multiplayer,8
Co-op,Free to Play,7
Co-op,Difficult,9
Co-op,Realistic,12
Co-op,eSports,6
Co-op,Tactics,15
Co-op,War,9
Co-op,Strategy,12
Co-op,Survival,15
Co-op,Funny,7
Co-op,Character Customization,13
Co-op,Simulation,18
Co-op,Early Access,11
Co-op,Third Person,15
Co-op,Third-Person Shooter,6
Co-op,RPG,19
Co-op,Action RPG,7
Co-op,Fantasy,11
Co-op,Horror,25
Co-op,Crafting,9
Co-op,Building,8
Co-op,Singleplayer,32
Co-op,Construction,8
Co-op,Gore,10
Co-op,Violent,9
Co-op,Story Rich,7
Co-op,3D,9
Co-op,Combat,11
Co-op,Great Soundtrack,8
Co-op,Management,8
Co-op,Indie,7
Co-op,Post-apocalyptic,6
Co-op,Historical,6
Co-op,Zombies,6
Shooter,First-Person Shooter,22
Shooter,Open World,9
Shooter,Action,27
Shooter,Massively Multiplayer,6
Shooter,Free to Play,6
Shooter,Realistic,8
Shooter,Military,7
Shooter,Tactics,11
Shooter,War,8
Shooter,Survival,8
Shooter,Simulation,7
Shooter,Third Person,9
Shooter,Third-Person Shooter,10
Shooter,Gore,9
Shooter,Singleplayer,13
Shooter,RPG,6
Shooter,Combat,10
Shooter,Horror,17
First-Person Shooter,Open World,11
First-Person Shooter,Action,24
First-Person Shooter,Realistic,6
First-Person Shooter,Tactics,10
First-Person Shooter,War,6
First-Person Shooter,Survival,7
First-Person Shooter,RPG,6
First-Person Shooter,Great Soundtrack,6
First-Person Shooter,Singleplayer,12
First-Person Shooter,Gore,8
First-Person Shooter,Combat,8
First-Person Shooter,Horror,11
Open World,Action,37
Open World,Massively Multiplayer,8
Open World,Character Customization,15
Open World,RPG,26
Open World,Immersive Sim,6
Open World,Violent,8
Open World,Mature,6
Open World,Great Soundtrack,20
Open World,Singleplayer,46
Open World,Action RPG,11
Open World,Story Rich,15
Open World,Simulation,23
Open World,Horror,18
Open World,Early Access,11
Open World,Survival,13
Open World,Crafting,11
Open World,Building,13
Open World,Construction,11
Open World,Third Person,19
Open World,Realistic,11
Open World,Moddable,12
Open World,Combat,9
Open World,Family Friendly,8
Open World,Fantasy,14
Open World,3D,7
Open World,Gore,7
Open World,Funny,8
Open World,Indie,11
Open World,Casual,6
Open World,Political,8
Open World,Management,12
Open World,Strategy,9
Action,Massively Multiplayer,13
Action,Free to Play,8
Action,Difficult,12
Action,Realistic,15
Action,Military,9
Action,Moddable,6
Action,Tactics,14
Action,War,10
Action,Strategy,9
Action,Survival,19
Action,Funny,12
Action,Character Customization,21
Action,Simulation,17
Action,Early Access,14
Action,Stealth,8
Action,Third Person,29
Action,Third-Person Shooter,11
Action,RPG,28
Action,Action RPG,14
Action,Fantasy,15
Action,Violent,14
Action,Mature,8
Action,Great Soundtrack,17
Action,Singleplayer,48
Action,Story Rich,19
Action,Horror,34
Action,Crafting,11
Action,Building,7
Action,Construction,6
Action,Gore,14
Action,Combat,22
Action,3D,11
Action,Parkour,7
Action,Souls-like,8
Action,Post-apocalyptic,6
Action,Zombies,7
Action,Indie,9
Massively Multiplayer,Character Customization,6
Massively Multiplayer,Singleplayer,7
Free to Play,Simulation,6
Difficult,Third Person,8
Difficult,Character Customization,6
Difficult,RPG,8
Difficult,Souls-like,6
Difficult,Singleplayer,6
Realistic,Moddable,7
Realistic,Tactics,6
Realistic,Third Person,9
Realistic,Singleplayer,16
Realistic,Horror,7
Realistic,Simulation,14
Realistic,Management,7
Realistic,Family Friendly,6
Military,Tactics,6
Military,War,8
Moddable,Strategy,8
Moddable,Third Person,6
Moddable,Great Soundtrack,7
Moddable,Singleplayer,12
Moddable,Simulation,11
Moddable,Political,6
Moddable,Management,9
eSports,Simulation,6
eSports,3D,6
eSports,Singleplayer,6
Tactics,War,8
Tactics,Strategy,9
Tactics,Simulation,6
Tactics,Singleplayer,9
War,Strategy,7
War,Singleplayer,7
Strategy,Simulation,12
Strategy,Fantasy,7
Strategy,Singleplayer,14
Strategy,Construction,7
Strategy,Building,6
Strategy,Management,8
Strategy,Grand Strategy,6
Survival,Simulation,8
Survival,Early Access,9
Survival,Third Person,7
Survival,Horror,20
Survival,Crafting,9
Survival,Building,8
Survival,Singleplayer,14
Survival,Construction,7
Survival,Violent,6
Survival,Indie,7
Survival,Post-apocalyptic,6
Survival,RPG,6
Funny,Singleplayer,9
Character Customization,RPG,20
Character Customization,Action RPG,11
Character Customization,Fantasy,14
Character Customization,Great Soundtrack,8
Character Customization,Singleplayer,20
Character Customization,Story Rich,9
Character Customization,Combat,12
Character Customization,Third Person,13
Character Customization,3D,7
Simulation,Early Access,9
Simulation,Third Person,8
Simulation,RPG,8
Simulation,Horror,8
Simulation,Immersive Sim,8
Simulation,Crafting,7
Simulation,Building,11
Simulation,Singleplayer,28
Simulation,Construction,7
Simulation,Management,14
Simulation,3D,6
Simulation,Family Friendly,7
Simulation,Great Soundtrack,9
Simulation,Indie,8
Simulation,Relaxing,7
Simulation,Casual,7
Simulation,Political,7
Simulation,Story Rich,6
Early Access,Horror,10
Early Access,Crafting,8
Early Access,Building,7
Early Access,Singleplayer,13
Early Access,Construction,7
Early Access,Indie,7
Early Access,RPG,6
Stealth,Third Person,6
Third Person,Third-Person Shooter,10
Third Person,Gore,8
Third Person,Violent,10
Third Person,Mature,6
Third Person,Singleplayer,26
Third Person,Story Rich,12
Third Person,RPG,18
Third Person,Great Soundtrack,11
Third Person,Action RPG,8
Third Person,Horror,14
Third Person,Combat,13
Third Person,Fantasy,9
Third Person,3D,6
Third Person,Souls-like,8
Third-Person Shooter,Singleplayer,8
Third-Person Shooter,Horror,8
RPG,Action RPG,15
RPG,Fantasy,19
RPG,Violent,11
RPG,Great Soundtrack,15
RPG,Singleplayer,35
RPG,Story Rich,16
RPG,Combat,13
RPG,Horror,11
RPG,3D,6
RPG,Souls-like,9
RPG,Crafting,8
RPG,Gore,7
Action RPG,Fantasy,8
Action RPG,Great Soundtrack,6
Action RPG,Singleplayer,13
Action RPG,Story Rich,6
Action RPG,Combat,6
Fantasy,Combat,6
Fantasy,Story Rich,9
Fantasy,Singleplayer,20
Fantasy,Great Soundtrack,6
Fantasy,3D,6
Immersive Sim,Singleplayer,7
Violent,Great Soundtrack,6
Violent,Singleplayer,14
Violent,Story Rich,7
Violent,Gore,10
Violent,Horror,11
Violent,Combat,6
Mature,Singleplayer,7
Great Soundtrack,Singleplayer,24
Great Soundtrack,Story Rich,11
Great Soundtrack,Combat,8
Singleplayer,Story Rich,24
Singleplayer,Horror,25
Singleplayer,Crafting,11
Singleplayer,Building,13
Singleplayer,Construction,12
Singleplayer,Combat,18
Singleplayer,Turn-Based,6
Singleplayer,Gore,12
Singleplayer,Family Friendly,7
Singleplayer,Parkour,6
Singleplayer,3D,13
Singleplayer,Souls-like,8
Singleplayer,Post-apocalyptic,6
Singleplayer,Management,14
Singleplayer,Controller,7
Singleplayer,Relaxing,6
Singleplayer,Casual,7
Singleplayer,Political,6
Singleplayer,Grand Strategy,6
Singleplayer,2D,6
Singleplayer,Historical,6
Singleplayer,Indie,10
Story Rich,Combat,8
Story Rich,Gore,6
Story Rich,Horror,10
Horror,Combat,12
Horror,Remake,6
Horror,Gore,13
Horror,3D,7
Horror,Zombies,12
Horror,Post-apocalyptic,9
Horror,Management,6
Horror,Indie,6
Crafting,Building,8
Crafting,Indie,7
Building,Construction,9
Building,Indie,7
Building,Management,6
Construction,Management,7
Combat,Parkour,6
Combat,Souls-like,6
Combat,Gore,6
Management,Political,7
Relaxing,Casual,6
