Source1,Source2,Weight
Strategy,Narrative/Story,6
Strategy,Visual Style,12
Strategy,Management,9
Strategy,Crafting/Building,13
Strategy,Casual,6
Strategy,Funny,7
Difficult,Perspective,13
Difficult,Narrative/Story,7
Difficult,Player Mode,12
Difficult,Visual Style,14
Difficult,Adventure/Open World,11
Difficult,Violent,6
Difficult,Horror,7
Difficult,Gore,6
Difficult,Great Soundtrack,9
Difficult,RPG,8
Difficult,Replay Value,6
Difficult,Fantasy,9
Difficult,Character Customization,6
Difficult,Indie,6
Realistic,Perspective,13
Realistic,War,6
Realistic,Adventure/Open World,12
Realistic,Player Mode,13
Realistic,Visual Style,7
Realistic,Sandbox,8
Realistic,Simulation,16
Realistic,Family Friendly,7
Realistic,Crafting/Building,7
Realistic,Management,6
Realistic,Casual,7
Realistic,Relaxing,6
Perspective,War,6
Perspective,Survival,19
Perspective,Simulation,19
Perspective,Stealth,11
Perspective,Early Access,11
Perspective,Narrative/Story,20
Perspective,Player Mode,37
Perspective,Sci-fi,22
Perspective,Visual Style,32
Perspective,Adventure/Open World,41
Perspective,Violent,9
Perspective,Horror,15
Perspective,Gore,12
Perspective,Mature,7
Perspective,Great Soundtrack,21
Perspective,Funny,7
Perspective,Sandbox,17
Perspective,RPG,20
Perspective,Fantasy,12
Perspective,Character Customization,11
Perspective,Loot,6
Perspective,Massively Multiplayer,9
Perspective,Free to Play,7
Perspective,VR,6
Perspective,Indie,11
Perspective,Crafting/Building,10
Perspective,Female Protagonist,6
Perspective,Zombies,7
Military,War,7
Military,Simulation,7
War,Historical,6
War,Player Mode,8
War,Simulation,9
War,RTS,6
Survival,Simulation,9
Survival,Stealth,6
Survival,Early Access,9
Survival,Sci-fi,14
Survival,Player Mode,16
Survival,Visual Style,13
Survival,Horror,10
Survival,Gore,6
Survival,Adventure/Open World,20
Survival,RPG,7
Survival,Crafting/Building,12
Survival,Indie,10
Survival,Sandbox,14
Simulation,Early Access,6
Simulation,Adventure/Open World,24
Simulation,Player Mode,30
Simulation,Visual Style,13
Simulation,Funny,6
Simulation,Sandbox,22
Simulation,Great Soundtrack,12
Simulation,RPG,8
Simulation,Character Customization,6
Simulation,Free to Play,7
Simulation,Historical,7
Simulation,Management,12
Simulation,Crafting/Building,16
Simulation,Massively Multiplayer,7
Simulation,Sci-fi,8
Simulation,Family Friendly,8
Simulation,Casual,12
Simulation,Indie,10
Simulation,Controller,6
Simulation,Relaxing,7
Stealth,Visual Style,7
Stealth,Adventure/Open World,8
Stealth,Narrative/Story,7
Early Access,Adventure/Open World,8
Early Access,Player Mode,10
Early Access,Sandbox,8
Early Access,Indie,8
Early Access,Crafting/Building,7
Sci-fi,Player Mode,19
Sci-fi,Visual Style,17
Sci-fi,Narrative/Story,11
Sci-fi,Adventure/Open World,22
Sci-fi,Horror,9
Sci-fi,Gore,6
Sci-fi,Great Soundtrack,10
Sci-fi,RPG,9
Sci-fi,Crafting/Building,6
Sci-fi,Sandbox,8
Casual,Funny,8
Casual,Player Mode,11
Casual,Visual Style,7
Casual,Family Friendly,7
Casual,Indie,6
Casual,Adventure/Open World,8
Casual,Crafting/Building,6
Casual,Sandbox,6
Funny,Player Mode,11
Funny,Visual Style,7
Funny,Adventure/Open World,8
Funny,Sandbox,9
Funny,Indie,6
Funny,Crafting/Building,6
2D,Player Mode,7
2D,Adventure/Open World,6
Player Mode,Visual Style,38
Player Mode,Narrative/Story,25
Player Mode,Adventure/Open World,51
Player Mode,Violent,11
Player Mode,Horror,14
Player Mode,Gore,12
Player Mode,Mature,6
Player Mode,Great Soundtrack,36
Player Mode,Sandbox,27
Player Mode,RPG,28
Player Mode,Replay Value,10
Player Mode,Fantasy,19
Player Mode,Character Customization,15
Player Mode,Historical,8
Player Mode,Massively Multiplayer,8
Player Mode,Indie,17
Player Mode,Management,11
Player Mode,Crafting/Building,22
Player Mode,RTS,6
Player Mode,Family Friendly,6
Player Mode,Controller,7
Player Mode,Cute,6
Player Mode,Female Protagonist,6
Visual Style,Narrative/Story,23
Visual Style,Adventure/Open World,40
Visual Style,Violent,10
Visual Style,Horror,15
Visual Style,Gore,13
Visual Style,Mature,6
Visual Style,Great Soundtrack,27
Visual Style,Sandbox,11
Visual Style,MMORPG,6
Visual Style,RPG,19
Visual Style,Souls-like,6
Visual Style,Replay Value,8
Visual Style,Fantasy,13
Visual Style,Character Customization,9
Visual Style,Family Friendly,6
Visual Style,Indie,10
Visual Style,Massively Multiplayer,6
Visual Style,Crafting/Building,12
Visual Style,Zombies,7
Narrative/Story,Adventure/Open World,25
Narrative/Story,Violent,6
Narrative/Story,Horror,6
Narrative/Story,Gore,8
Narrative/Story,Great Soundtrack,19
Narrative/Story,RPG,18
Narrative/Story,Character Customization,10
Narrative/Story,Fantasy,14
Narrative/Story,Female Protagonist,6
Adventure/Open World,Violent,10
Adventure/Open World,Horror,16
Adventure/Open World,Gore,12
Adventure/Open World,Great Soundtrack,27
Adventure/Open World,Sandbox,25
Adventure/Open World,MMORPG,7
Adventure/Open World,RPG,29
Adventure/Open World,Souls-like,6
Adventure/Open World,Replay Value,6
Adventure/Open World,Fantasy,19
Adventure/Open World,Character Customization,13
Adventure/Open World,Nudity,6
Adventure/Open World,Massively Multiplayer,9
Adventure/Open World,Crafting/Building,19
Adventure/Open World,Indie,14
Adventure/Open World,Management,6
Adventure/Open World,Family Friendly,7
Adventure/Open World,Controller,6
Adventure/Open World,Relaxing,7
Adventure/Open World,Cute,6
Adventure/Open World,Female Protagonist,7
Adventure/Open World,Zombies,6
Violent,Horror,7
Violent,Gore,9
Violent,Great Soundtrack,9
Violent,RPG,7
Horror,Gore,10
Horror,Great Soundtrack,7
Horror,Zombies,7
Gore,Great Soundtrack,9
Gore,Zombies,7
Great Soundtrack,Sandbox,10
Great Soundtrack,RPG,16
Great Soundtrack,Replay Value,7
Great Soundtrack,Fantasy,10
Great Soundtrack,Character Customization,7
Great Soundtrack,Crafting/Building,7
Sandbox,RPG,10
Sandbox,Crafting/Building,17
Sandbox,Management,6
Sandbox,Indie,13
MMORPG,RPG,7
Hack and Slash,RPG,6
RPG,Replay Value,6
RPG,Fantasy,19
RPG,Character Customization,15
RPG,Massively Multiplayer,7
RPG,Crafting/Building,7
RPG,Indie,6
RPG,Anime,6
Souls-like,Fantasy,6
Fantasy,Character Customization,10
Free to Play,Massively Multiplayer,7
Family Friendly,Crafting/Building,6
Indie,Crafting/Building,11
Management,Crafting/Building,9
Crafting/Building,Relaxing,6
