Source1,Source2,Weight
Gore,Great Soundtrack,8
Gore,Open World,10
Gore,Story Rich,10
Gore,Zombies,8
Gore,RPG,6
Survival,Third Person,6
Survival,Violent,6
Survival,Simulation,10
Survival,Early Access,8
Survival,Co-op,15
Survival,Strategy,7
Survival,Sci-fi,7
Survival,Crafting,9
Survival,Indie,10
Survival,Building,9
Survival,Open World,18
Survival,Construction,7
Survival,Horror,17
Survival,Atmospheric,9
Survival,Zombies,6
Survival,Post-apocalyptic,6
Female Protagonist,Atmospheric,7
Female Protagonist,Story Rich,7
Female Protagonist,RPG,7
Character Customization,Third Person,12
Character Customization,Free to Play,6
Character Customization,Simulation,8
Character Customization,RPG,19
Character Customization,Co-op,10
Character Customization,Action RPG,10
Character Customization,Fantasy,11
Character Customization,Sci-fi,8
Character Customization,Open World,14
Character Customization,Atmospheric,9
Character Customization,Story Rich,13
Character Customization,Great Soundtrack,7
Character Customization,Management,6
Third Person,Violent,6
Third Person,Massively Multiplayer,6
Third Person,Simulation,8
Third Person,Co-op,12
Third Person,Third-Person Shooter,8
Third Person,Fantasy,9
Third Person,Open World,19
Third Person,RPG,15
Third Person,Horror,6
Third Person,Atmospheric,13
Third Person,Great Soundtrack,9
Third Person,Story Rich,11
Third Person,Sci-fi,7
Third Person,Action RPG,8
Violent,RPG,10
Violent,Co-op,7
Violent,Open World,9
Violent,Horror,12
Violent,Atmospheric,9
Violent,Great Soundtrack,6
Violent,Story Rich,8
Mature,Atmospheric,6
Mature,Open World,6
Anime,RPG,6
Massively Multiplayer,Free to Play,9
Massively Multiplayer,PvE,6
Massively Multiplayer,Atmospheric,6
Massively Multiplayer,MMORPG,6
Massively Multiplayer,Co-op,10
Massively Multiplayer,Open World,9
Massively Multiplayer,RPG,7
Free to Play,Co-op,8
Simulation,Early Access,6
Simulation,Co-op,20
Simulation,Tactics,7
Simulation,Strategy,16
Simulation,eSports,7
Simulation,Atmospheric,11
Simulation,Great Soundtrack,11
Simulation,Moddable,9
Simulation,Open World,24
Simulation,Realistic,17
Simulation,Sports,9
Simulation,Controller,8
Simulation,Crafting,6
Simulation,Indie,9
Simulation,Building,12
Simulation,Immersive Sim,7
Simulation,Family Friendly,7
Simulation,Construction,8
Simulation,Management,13
Simulation,Sci-fi,6
Simulation,Horror,6
Simulation,3D,6
Early Access,Co-op,8
Early Access,Crafting,6
Early Access,Indie,9
Early Access,Building,7
Early Access,Open World,9
Early Access,Construction,6
Early Access,Horror,6
Difficult,Co-op,12
Difficult,Strategy,6
Difficult,RPG,7
Difficult,Fantasy,6
Difficult,Horror,9
Difficult,Atmospheric,8
Difficult,Great Soundtrack,6
Co-op,Third-Person Shooter,6
Co-op,Tactics,13
Co-op,Strategy,15
Co-op,PvE,9
Co-op,Atmospheric,19
Co-op,Sci-fi,10
Co-op,Open World,24
Co-op,RPG,13
Co-op,Replay Value,6
Co-op,eSports,9
Co-op,Fantasy,11
Co-op,3D,8
Co-op,Realistic,11
Co-op,Funny,6
Co-op,Crafting,8
Co-op,Indie,10
Co-op,Building,7
Co-op,Construction,8
Co-op,Horror,17
Co-op,Great Soundtrack,13
Co-op,Sports,7
Co-op,Local Multiplayer,6
Co-op,Story Rich,7
Co-op,Controller,6
Co-op,Historical,6
Third-Person Shooter,Open World,6
Third-Person Shooter,Story Rich,6
Third-Person Shooter,RPG,6
Tactics,Strategy,10
Strategy,Fantasy,7
Strategy,Realistic,6
Strategy,Moddable,7
Strategy,Construction,10
Strategy,Management,10
Strategy,Historical,6
Strategy,Open World,13
Strategy,Resource Management,6
Strategy,Grand Strategy,6
Strategy,Building,8
Strategy,Great Soundtrack,9
PvE,Open World,7
PvE,Horror,6
Atmospheric,Sci-fi,15
Atmospheric,Open World,28
Atmospheric,Horror,22
Atmospheric,Great Soundtrack,24
Atmospheric,Beautiful,6
Atmospheric,Realistic,6
Atmospheric,Story Rich,22
Atmospheric,RPG,19
Atmospheric,Action RPG,11
Atmospheric,Fantasy,10
Atmospheric,Indie,7
Atmospheric,Zombies,6
Atmospheric,Post-apocalyptic,7
MMORPG,Open World,6
MMORPG,RPG,8
Sci-fi,Open World,14
Sci-fi,RPG,9
Sci-fi,Action RPG,7
Sci-fi,Indie,6
Sci-fi,Great Soundtrack,10
Sci-fi,Story Rich,12
Open World,Fantasy,13
Open World,Crafting,12
Open World,Indie,15
Open World,Building,14
Open World,Construction,11
Open World,RPG,21
Open World,Funny,8
Open World,Great Soundtrack,20
Open World,Moddable,9
Open World,Realistic,11
Open World,Story Rich,17
Open World,Action RPG,10
Open World,Post-apocalyptic,9
Open World,Management,10
Open World,Political,6
Open World,Family Friendly,7
Open World,Cute,6
Open World,Horror,17
Open World,Zombies,6
RPG,Action RPG,17
RPG,Fantasy,20
RPG,Magic,7
RPG,Story Rich,20
RPG,Nudity,7
RPG,Great Soundtrack,17
RPG,Souls-like,6
RPG,Post-apocalyptic,7
RPG,Horror,6
Replay Value,Great Soundtrack,6
eSports,Realistic,7
eSports,Sports,6
Action RPG,Fantasy,8
Action RPG,Story Rich,12
Action RPG,Great Soundtrack,9
Fantasy,Story Rich,13
Fantasy,Great Soundtrack,9
3D,Management,6
Realistic,Sports,8
Realistic,Controller,8
Realistic,Immersive Sim,6
Realistic,Family Friendly,6
Moddable,Management,7
Funny,Great Soundtrack,6
Crafting,Indie,10
Crafting,Building,8
Indie,Building,10
Indie,Construction,6
Indie,Horror,7
Building,Construction,10
Building,Management,6
Construction,Management,7
Construction,Resource Management,6
Construction,Great Soundtrack,6
Horror,Roguelike,6
Horror,Zombies,15
Horror,VR,6
Horror,Story Rich,12
Horror,Post-apocalyptic,8
Horror,Great Soundtrack,9
Great Soundtrack,Story Rich,17
Sports,Controller,6
Story Rich,Nudity,6
Story Rich,Post-apocalyptic,8
